zip,slic,state,city
22320,2079,VA,ALEXANDRIA
22321,2079,VA,ALEXANDRIA
22331,2079,VA,ALEXANDRIA
22332,2079,VA,ALEXANDRIA
22333,2079,VA,ALEXANDRIA
22334,2079,VA,ALEXANDRIA
22336,2079,VA,ALEXANDRIA
22401,2079,VA,FREDERICKSBURG
22402,2079,VA,FREDERICKSBURG
22403,2079,VA,FREDERICKSBURG
22404,2079,VA,FREDERICKSBURG
22405,2079,VA,FREDERICKSBURG
22406,2079,VA,FREDERICKSBURG
22407,2079,VA,FREDERICKSBURG
22408,2079,VA,FREDERICKSBURG
22412,2079,VA,FREDERICKSBURG
22427,2079,VA,BOWLING GREEN
22428,2079,VA,BOWLING GREEN
22430,2079,VA,BROOKE
22432,2079,VA,BURGESS
22433,2079,VA,BURR HILL
22435,2079,VA,CALLAO
22436,2079,VA,CARET
22437,2079,VA,CENTER CROSS
22438,2079,VA,CHAMPLAIN
22442,2079,VA,COLES POINT
22443,2079,VA,COLONIAL BEACH
22446,2079,VA,CORBIN
22448,2079,VA,DAHLGREN
22451,2079,VA,DOGUE
22454,2079,VA,DUNNSVILLE
22456,2079,VA,EDWARDSVILLE
22460,2079,VA,FARNHAM
22463,2079,VA,GARRISONVILLE
22469,2079,VA,HAGUE
22471,2079,VA,HARTWOOD
22472,2079,VA,HAYNESVILLE
22473,2079,VA,HEATHSVILLE
22476,2079,VA,HUSTLE
22480,2079,VA,IRVINGTON
22481,2079,VA,JERSEY
22482,2079,VA,KILMARNOCK
22485,2079,VA,KING GEORGE
22488,2079,VA,KINSALE
22501,2079,VA,LADYSMITH
22503,2079,VA,LANCASTER
22504,2079,VA,LANEVIEW
22507,2079,VA,LIVELY
22508,2079,VA,LOCUST GROVE
22509,2079,VA,LORETTO
22511,2079,VA,LOTTSBURG
22513,2079,VA,MERRY POINT
22514,2079,VA,MILFORD
22517,2079,VA,MOLLUSK
22520,2079,VA,MONTROSS
22523,2079,VA,MORATTICO
22524,2079,VA,MOUNT HOLLY
22526,2079,VA,NINDE
22528,2079,VA,NUTTSVILLE
22529,2079,VA,OLDHAMS
22530,2079,VA,OPHELIA
22534,2079,VA,PARTLOW
22535,2079,VA,PORT ROYAL
22538,2079,VA,RAPPAHANNOCK ACADEMY
22539,2079,VA,REEDVILLE
22542,2079,VA,RHOADESVILLE
22544,2079,VA,ROLLINS FORK
22545,2079,VA,RUBY
22546,2079,VA,RUTHER GLEN
22547,2079,VA,SEALSTON
22548,2079,VA,SHARPS
22552,2079,VA,SPARTA
22553,2079,VA,SPOTSYLVANIA
22554,2079,VA,STAFFORD
22555,2079,VA,STAFFORD
22558,2079,VA,STRATFORD
22560,2079,VA,TAPPAHANNOCK
22565,2079,VA,THORNBURG
22567,2079,VA,UNIONVILLE
22570,2079,VA,VILLAGE
22572,2079,VA,WARSAW
22576,2079,VA,WEEMS
22577,2079,VA,SANDY POINT
22578,2079,VA,WHITE STONE
22579,2079,VA,WICOMICO CHURCH
22580,2079,VA,WOODFORD
22581,2079,VA,ZACATA
22601,2079,VA,WINCHESTER
22602,2079,VA,WINCHESTER
22603,2079,VA,WINCHESTER
22604,2079,VA,WINCHESTER
22610,2079,VA,BENTONVILLE
22611,2079,VA,BERRYVILLE
22620,2079,VA,BOYCE
22622,2079,VA,BRUCETOWN
22623,2079,VA,CHESTER GAP
22624,2079,VA,CLEAR BROOK
22625,2079,VA,CROSS JUNCTION
22626,2079,VA,FISHERS HILL
22627,2079,VA,FLINT HILL
22630,2079,VA,FRONT ROYAL
22637,2079,VA,GORE
22638,2079,VA,WINCHESTER
22639,2079,VA,HUME
22640,2079,VA,HUNTLY
22641,2079,VA,STRASBURG
22642,2079,VA,LINDEN
22643,2079,VA,MARKHAM
22644,2079,VA,MAURERTOWN
22645,2079,VA,MIDDLETOWN
22646,2079,VA,MILLWOOD
22649,2079,VA,MIDDLETOWN
22650,2079,VA,RILEYVILLE
22652,2079,VA,FORT VALLEY
22654,2079,VA,STAR TANNERY
22655,2079,VA,STEPHENS CITY
22656,2079,VA,STEPHENSON
22657,2079,VA,STRASBURG
22660,2079,VA,TOMS BROOK
22663,2079,VA,WHITE POST
22664,2079,VA,WOODSTOCK
22701,2079,VA,CULPEPER
22709,2079,VA,ARODA
22711,2079,VA,BANCO
22712,2079,VA,BEALETON
22713,2079,VA,BOSTON
22714,2079,VA,BRANDY STATION
22715,2079,VA,BRIGHTWOOD
22716,2079,VA,CASTLETON
22718,2079,VA,ELKWOOD
22719,2079,VA,ETLAN
22720,2079,VA,GOLDVEIN
22721,2079,VA,GRAVES MILL
22722,2079,VA,HAYWOOD
22723,2079,VA,HOOD
22724,2079,VA,JEFFERSONTON
22725,2079,VA,LEON
22726,2079,VA,LIGNUM
22727,2079,VA,MADISON
22728,2079,VA,MIDLAND
22729,2079,VA,MITCHELLS
22730,2079,VA,OAKPARK
22731,2079,VA,PRATTS
22732,2079,VA,RADIANT
22733,2079,VA,RAPIDAN
22734,2079,VA,REMINGTON
22735,2079,VA,REVA
22736,2079,VA,RICHARDSVILLE
22737,2079,VA,RIXEYVILLE
22738,2079,VA,ROCHELLE
22739,2079,VA,SOMERVILLE
22740,2079,VA,SPERRYVILLE
22741,2079,VA,STEVENSBURG
22742,2079,VA,SUMERDUCK
22743,2079,VA,SYRIA
22746,2079,VA,VIEWTOWN
22747,2079,VA,WASHINGTON
22748,2079,VA,WOLFTOWN
22749,2079,VA,WOODVILLE
22801,2079,VA,HARRISONBURG
22802,2079,VA,HARRISONBURG
22807,2079,VA,HARRISONBURG
22810,2079,VA,BASYE
22811,2079,VA,BERGTON
22812,2079,VA,BRIDGEWATER
22815,2079,VA,BROADWAY
22820,2079,VA,CRIDERS
22821,2079,VA,DAYTON
22824,2079,VA,EDINBURG
22827,2079,VA,ELKTON
22830,2079,VA,FULKS RUN
22831,2079,VA,HINTON
22832,2079,VA,KEEZLETOWN
22833,2079,VA,LACEY SPRING
22834,2079,VA,LINVILLE
22835,2079,VA,LURAY
22840,2079,VA,MC GAHEYSVILLE
22841,2079,VA,MOUNT CRAWFORD
22842,2079,VA,MOUNT JACKSON
22843,2079,VA,MOUNT SOLON
22844,2079,VA,NEW MARKET
22845,2079,VA,ORKNEY SPRINGS
22846,2079,VA,PENN LAIRD
22847,2079,VA,QUICKSBURG
22848,2079,VA,PLEASANT VALLEY
22849,2079,VA,SHENANDOAH
22850,2079,VA,SINGERS GLEN
22851,2079,VA,STANLEY
22853,2079,VA,TIMBERVILLE
22892,9039,,
22893,9039,,
22894,9039,,
22895,9039,,
22896,9039,,
22897,9039,,
22898,9039,,
22899,9039,,
22901,2079,VA,CHARLOTTESVILLE
22902,2079,VA,CHARLOTTESVILLE
22903,2079,VA,CHARLOTTESVILLE
22904,2079,VA,CHARLOTTESVILLE
22905,2079,VA,CHARLOTTESVILLE
22906,2079,VA,CHARLOTTESVILLE
22907,2079,VA,CHARLOTTESVILLE
22908,2079,VA,CHARLOTTESVILLE
22909,2079,VA,CHARLOTTESVILLE
22910,2079,VA,CHARLOTTESVILLE
22911,2079,VA,CHARLOTTESVILLE
22920,2079,VA,AFTON
22922,2079,VA,ARRINGTON
22923,2079,VA,BARBOURSVILLE
22924,2079,VA,BATESVILLE
22931,2079,VA,COVESVILLE
22932,2079,VA,CROZET
22935,2079,VA,DYKE
22936,2079,VA,EARLYSVILLE
22937,2079,VA,ESMONT
22938,2079,VA,FABER
22939,2079,VA,FISHERSVILLE
22940,2079,VA,FREE UNION
22942,2079,VA,GORDONSVILLE
22943,2079,VA,GREENWOOD
22945,2079,VA,IVY
22946,2079,VA,KEENE
22947,2079,VA,KESWICK
22948,2079,VA,LOCUST DALE
22949,2079,VA,LOVINGSTON
22952,2079,VA,LYNDHURST
22953,2079,VA,MADISON MILLS
22954,2079,VA,MASSIES MILL
22957,2079,VA,MONTPELIER STATION
22958,2079,VA,NELLYSFORD
22959,2079,VA,NORTH GARDEN
22960,2079,VA,ORANGE
22963,2079,VA,PALMYRA
22964,2079,VA,PINEY RIVER
22965,2079,VA,QUINQUE
22967,2079,VA,ROSELAND
22968,2079,VA,RUCKERSVILLE
22969,2079,VA,SCHUYLER
22971,2079,VA,SHIPMAN
22972,2079,VA,SOMERSET
22973,2079,VA,STANARDSVILLE
22974,2079,VA,TROY
22976,2079,VA,TYRO
22980,2079,VA,WAYNESBORO
22987,2079,VA,WHITE HALL
22989,2079,VA,WOODBERRY FOREST
23001,2079,VA,ACHILLES
23002,2079,VA,AMELIA COURT HOUSE
23003,2079,VA,ARK
23004,2079,VA,ARVONIA
23005,2079,VA,ASHLAND
23009,2079,VA,AYLETT
23011,2079,VA,BARHAMSVILLE
23014,2079,VA,BEAUMONT
23015,2079,VA,BEAVERDAM
23017,2079,VA,BELLAMY
23018,2079,VA,BENA
23021,2079,VA,BOHANNON
23022,2079,VA,BREMO BLUFF
23023,2079,VA,BRUINGTON
23024,2079,VA,BUMPASS
23025,2079,VA,CARDINAL
23027,2079,VA,CARTERSVILLE
23030,2079,VA,CHARLES CITY
23031,2079,VA,CHRISTCHURCH
23032,2079,VA,CHURCH VIEW
23035,2079,VA,COBBS CREEK
23038,2079,VA,COLUMBIA
23039,2079,VA,CROZIER
23040,2079,VA,CUMBERLAND
23043,2079,VA,DELTAVILLE
23045,2079,VA,DIGGS
23047,2079,VA,DOSWELL
23050,2079,VA,DUTTON
23054,2079,VA,FIFE
23055,2079,VA,FORK UNION
23056,2079,VA,FOSTER
23058,2079,VA,GLEN ALLEN
23059,2079,VA,GLEN ALLEN
23060,2079,VA,GLEN ALLEN
23061,2079,VA,GLOUCESTER
23062,2079,VA,GLOUCESTER POINT
23063,2079,VA,GOOCHLAND
23064,2079,VA,GRIMSTEAD
23065,2079,VA,GUM SPRING
23066,2079,VA,GWYNN
23067,2079,VA,HADENSVILLE
23068,2079,VA,HALLIEFORD
23069,2079,VA,HANOVER
23070,2079,VA,HARDYVILLE
23071,2079,VA,HARTFIELD
23072,2079,VA,HAYES
23075,2079,VA,HIGHLAND SPRINGS
23076,2079,VA,HUDGINS
23079,2079,VA,JAMAICA
23081,2079,VA,JAMESTOWN
23083,2079,VA,JETERSVILLE
23084,2079,VA,KENTS STORE
23085,2079,VA,KING AND QUEEN COURT HOUS
23086,2079,VA,KING WILLIAM
23089,2079,VA,LANEXA
23090,2079,VA,LIGHTFOOT
23091,2079,VA,LITTLE PLYMOUTH
23092,2079,VA,LOCUST HILL
23093,2079,VA,LOUISA
23101,2079,VA,MACON
23102,2079,VA,MAIDENS
23103,2079,VA,MANAKIN SABOT
23105,2079,VA,MANNBORO
23106,2079,VA,MANQUIN
23107,2079,VA,MARYUS
23108,2079,VA,MASCOT
23109,2079,VA,MATHEWS
23110,2079,VA,MATTAPONI
23111,2079,VA,MECHANICSVILLE
23112,2079,VA,MIDLOTHIAN
23113,2079,VA,MIDLOTHIAN
23115,2079,VA,MILLERS TAVERN
23116,2079,VA,MECHANICSVILLE
23117,2079,VA,MINERAL
23119,2079,VA,MOON
23120,2079,VA,MOSELEY
23123,2079,VA,NEW CANTON
23124,2079,VA,NEW KENT
23125,2079,VA,NEW POINT
23126,2079,VA,NEWTOWN
23127,2079,VA,NORGE
23128,2079,VA,NORTH
23129,2079,VA,OILVILLE
23130,2079,VA,ONEMO
23131,2079,VA,ORDINARY
23138,2079,VA,PORT HAYWOOD
23139,2079,VA,POWHATAN
23140,2079,VA,PROVIDENCE FORGE
23141,2079,VA,QUINTON
23146,2079,VA,ROCKVILLE
23147,2079,VA,RUTHVILLE
23148,2079,VA,SAINT STEPHENS CHURCH
23149,2079,VA,SALUDA
23150,2079,VA,SANDSTON
23153,2079,VA,SANDY HOOK
23154,2079,VA,SCHLEY
23155,2079,VA,SEVERN
23156,2079,VA,SHACKLEFORDS
23160,2079,VA,STATE FARM
23161,2079,VA,STEVENSVILLE
23162,2079,VA,STUDLEY
23163,2079,VA,SUSAN
23168,2079,VA,TOANO
23169,2079,VA,TOPPING
23170,2079,VA,TREVILIANS
23173,2079,VA,UNIVERSITY OF RICHMOND
23175,2079,VA,URBANNA
23176,2079,VA,WAKE
23177,2079,VA,WALKERTON
23178,2079,VA,WARE NECK
23180,2079,VA,WATER VIEW
23181,2079,VA,WEST POINT
23183,2079,VA,WHITE MARSH
23184,2079,VA,WICOMICO
23185,2079,VA,WILLIAMSBURG
23186,2079,VA,WILLIAMSBURG
23187,2079,VA,WILLIAMSBURG
23188,2079,VA,WILLIAMSBURG
23190,2079,VA,WOODS CROSS ROADS
23191,2079,VA,ZANONI
23192,2079,VA,MONTPELIER
23218,2079,VA,RICHMOND
23219,2079,VA,RICHMOND
23220,2079,VA,RICHMOND
23221,2079,VA,RICHMOND
23222,2079,VA,RICHMOND
23223,2079,VA,RICHMOND
23224,2079,VA,RICHMOND
23225,2079,VA,RICHMOND
23226,2079,VA,RICHMOND
23227,2079,VA,RICHMOND
23228,2079,VA,RICHMOND
23229,2079,VA,RICHMOND
23230,2079,VA,RICHMOND
23231,2079,VA,RICHMOND
23232,2079,VA,RICHMOND
23233,2079,VA,RICHMOND
23234,2079,VA,RICHMOND
23235,2079,VA,RICHMOND
23236,2079,VA,RICHMOND
23237,2079,VA,RICHMOND
23238,2079,VA,RICHMOND
23240,2079,VA,RICHMOND
23241,2079,VA,RICHMOND
23242,2079,VA,RICHMOND
23249,2079,VA,RICHMOND
23250,2079,VA,RICHMOND
23255,2079,VA,RICHMOND
23260,2079,VA,RICHMOND
23261,2079,VA,RICHMOND
23266,2079,VA,RICHMOND
23269,2079,VA,RICHMOND
23270,2079,VA,RICHMOND
23272,2079,VA,RICHMOND
23273,2079,VA,RICHMOND
23274,2079,VA,RICHMOND
23275,2079,VA,RICHMOND
23276,2079,VA,RICHMOND
23278,2079,VA,RICHMOND
23279,2079,VA,RICHMOND
23280,2079,VA,RICHMOND
23282,2079,VA,RICHMOND
23284,2079,VA,RICHMOND
23285,2079,VA,RICHMOND
23286,2079,VA,RICHMOND
23288,2079,VA,RICHMOND
23289,2079,VA,RICHMOND
23290,2079,VA,RICHMOND
23291,2079,VA,RICHMOND
23292,2079,VA,RICHMOND
23293,2079,VA,RICHMOND
23294,2079,VA,RICHMOND
23297,2079,VA,RICHMOND
23298,2079,VA,RICHMOND
23300,1909,,
23301,2079,VA,ACCOMAC
23302,2079,VA,ASSAWOMAN
23303,2079,VA,ATLANTIC
23304,2079,VA,BATTERY PARK
23306,2079,VA,BELLE HAVEN
23307,2079,VA,BIRDSNEST
23308,2079,VA,BLOXOM
23309,1909,,
23310,2079,VA,CAPE CHARLES
23311,1909,,
23312,1909,,
23313,2079,VA,CAPEVILLE
23314,2079,VA,CARROLLTON
23315,2079,VA,CARRSVILLE
23316,2079,VA,CHERITON
23320,2079,VA,CHESAPEAKE
23321,2079,VA,CHESAPEAKE
23322,2079,VA,CHESAPEAKE
23323,2079,VA,CHESAPEAKE
23324,2079,VA,CHESAPEAKE
23325,2079,VA,CHESAPEAKE
23326,2079,VA,CHESAPEAKE
23327,2079,VA,CHESAPEAKE
23328,2079,VA,CHESAPEAKE
23336,2079,VA,CHINCOTEAGUE ISLAND
23337,2079,VA,WALLOPS ISLAND
23338,1909,,
23339,1909,,
23340,1909,,
23341,2079,VA,CRADDOCKVILLE
23342,1909,,
23343,1909,,
23344,1909,,
23345,2079,VA,DAVIS WHARF
23346,1909,,
23347,2079,VA,EASTVILLE
23348,1909,,
23349,1909,,
23350,2079,VA,EXMORE
23351,1909,,
23352,1909,,
23353,1909,,
23354,2079,VA,FRANKTOWN
23355,1909,,
23356,2079,VA,GREENBACKVILLE
23357,2079,VA,GREENBUSH
23358,2079,VA,HACKSNECK
23359,2079,VA,HALLWOOD
23360,1909,,
23361,1909,,
23362,1909,,
23363,1909,,
23364,1909,,
23365,1909,,
23366,1909,,
23367,1909,,
23368,1909,,
23369,1909,,
23370,1909,,
23371,1909,,
23372,1909,,
23373,1909,,
23374,1909,,
23375,1909,,
23376,1909,,
23377,1909,,
23378,1909,,
23379,1909,,
23380,1909,,
23381,1909,,
23382,1909,,
23383,1909,,
23384,1909,,
23385,1909,,
23386,1909,,
23387,1909,,
23388,1909,,
23389,2079,VA,HARBORTON
23390,1909,,
23391,1909,,
23392,1909,,
23393,1909,,
23394,1909,,
23395,2079,VA,HORNTOWN
23396,2079,VA,OAK HALL
23397,2079,VA,ISLE OF WIGHT
23398,2079,VA,JAMESVILLE
23399,2079,VA,JENKINS BRIDGE
23400,1909,,
23401,2079,VA,KELLER
23402,1909,,
23403,1909,,
23404,2079,VA,LOCUSTVILLE
23405,2079,VA,MACHIPONGO
23406,1909,,
23407,2079,VA,MAPPSVILLE
23408,2079,VA,MARIONVILLE
23409,2079,VA,MEARS
23410,2079,VA,MELFA
23411,1909,,
23412,2079,VA,MODEST TOWN
23413,2079,VA,NASSAWADOX
23414,2079,VA,NELSONIA
23415,2079,VA,NEW CHURCH
23416,2079,VA,OAK HALL
23417,2079,VA,ONANCOCK
23418,2079,VA,ONLEY
23419,2079,VA,OYSTER
23420,2079,VA,PAINTER
23421,2079,VA,PARKSLEY
23422,2079,VA,PUNGOTEAGUE
23423,2079,VA,QUINBY
23424,2079,VA,RESCUE
23426,2079,VA,SANFORD
23427,2079,VA,SAXIS
23428,1909,,
23429,2079,VA,SEAVIEW
23430,2079,VA,SMITHFIELD
23431,2079,VA,SMITHFIELD
23432,2079,VA,SUFFOLK
23433,2079,VA,SUFFOLK
23434,2079,VA,SUFFOLK
23435,2079,VA,SUFFOLK
23436,2079,VA,SUFFOLK
23437,2079,VA,SUFFOLK
23438,2079,VA,SUFFOLK
23439,2079,VA,SUFFOLK
23440,2079,VA,TANGIER
23441,2079,VA,TASLEY
23442,2079,VA,TEMPERANCEVILLE
23443,2079,VA,TOWNSEND
23450,2079,VA,VIRGINIA BEACH
23451,2079,VA,VIRGINIA BEACH
23452,2079,VA,VIRGINIA BEACH
23454,2079,VA,VIRGINIA BEACH
23455,2079,VA,VIRGINIA BEACH
23456,2079,VA,VIRGINIA BEACH
23457,2079,VA,VIRGINIA BEACH
23458,2079,VA,VIRGINIA BEACH
23459,2079,VA,VIRGINIA BEACH
23460,2079,VA,VIRGINIA BEACH
23461,2079,VA,VIRGINIA BEACH
23462,2079,VA,VIRGINIA BEACH
23463,2079,VA,VIRGINIA BEACH
23464,2079,VA,VIRGINIA BEACH
23465,2079,VA,VIRGINIA BEACH
23466,2079,VA,VIRGINIA BEACH
23467,2079,VA,VIRGINIA BEACH
23468,2079,VA,VIRGINIA BEACH
23471,2079,VA,VIRGINIA BEACH
23479,2079,VA,VIRGINIA BEACH
23480,2079,VA,WACHAPREAGUE
23481,1909,,
23482,2079,VA,WARDTOWN
23483,2079,VA,WATTSVILLE
23484,1909,,
23485,1909,,
23486,2079,VA,WILLIS WHARF
23487,2079,VA,WINDSOR
23488,2079,VA,WITHAMS
23501,2079,VA,NORFOLK
23502,2079,VA,NORFOLK
23503,2079,VA,NORFOLK
23504,2079,VA,NORFOLK
23505,2079,VA,NORFOLK
23506,2079,VA,NORFOLK
23507,2079,VA,NORFOLK
23508,2079,VA,NORFOLK
23509,2079,VA,NORFOLK
23510,2079,VA,NORFOLK
23511,2079,VA,NORFOLK
23512,2079,VA,NORFOLK
23513,2079,VA,NORFOLK
23514,2079,VA,NORFOLK
23515,2079,VA,NORFOLK
23517,2079,VA,NORFOLK
23518,2079,VA,NORFOLK
23519,2079,VA,NORFOLK
23520,2079,VA,NORFOLK
23521,2079,VA,NORFOLK
23523,2079,VA,NORFOLK
23529,2079,VA,NORFOLK
23530,2079,VA,NORFOLK
23541,2079,VA,NORFOLK
23551,2079,VA,NORFOLK
23601,2079,VA,NEWPORT NEWS
23602,2079,VA,NEWPORT NEWS
23603,2079,VA,NEWPORT NEWS
23604,2079,VA,FORT EUSTIS
23605,2079,VA,NEWPORT NEWS
23606,2079,VA,NEWPORT NEWS
23607,2079,VA,NEWPORT NEWS
23608,2079,VA,NEWPORT NEWS
23609,2079,VA,NEWPORT NEWS
23612,2079,VA,NEWPORT NEWS
23628,2079,VA,NEWPORT NEWS
23630,2079,VA,HAMPTON
23631,2079,VA,HAMPTON
23651,2079,VA,FORT MONROE
23653,2079,VA,HAMPTON
23661,2079,VA,HAMPTON
23662,2079,VA,POQUOSON
23663,2079,VA,HAMPTON
23664,2079,VA,HAMPTON
23665,2079,VA,HAMPTON
23666,2079,VA,HAMPTON
23667,2079,VA,HAMPTON
23668,2079,VA,HAMPTON
23669,2079,VA,HAMPTON
23670,2079,VA,HAMPTON
23681,2079,VA,HAMPTON
23690,2079,VA,YORKTOWN
23691,2079,VA,YORKTOWN
23692,2079,VA,YORKTOWN
23693,2079,VA,YORKTOWN
23694,2079,VA,LACKEY
23696,2079,VA,SEAFORD
23701,2079,VA,PORTSMOUTH
23702,2079,VA,PORTSMOUTH
23703,2079,VA,PORTSMOUTH
23704,2079,VA,PORTSMOUTH
23705,2079,VA,PORTSMOUTH
23707,2079,VA,PORTSMOUTH
23708,2079,VA,PORTSMOUTH
23709,2079,VA,PORTSMOUTH
23801,2079,VA,FORT LEE
23803,2079,VA,PETERSBURG
23804,2079,VA,PETERSBURG
23805,2079,VA,PETERSBURG
23806,2079,VA,PETERSBURG
23821,2750,VA,ALBERTA
23822,2750,VA,AMMON
23824,2750,VA,BLACKSTONE
23827,2750,VA,BOYKINS
23828,2750,VA,BRANCHVILLE
23829,2750,VA,CAPRON
23830,2750,VA,CARSON
23831,2750,VA,CHESTER
23832,2750,VA,CHESTERFIELD
23833,2750,VA,CHURCH ROAD
23834,2750,VA,COLONIAL HEIGHTS
23836,2750,VA,CHESTER
23837,2750,VA,COURTLAND
23838,2750,VA,CHESTERFIELD
23839,2750,VA,DENDRON
23840,2750,VA,DEWITT
23841,2750,VA,DINWIDDIE
23842,2750,VA,DISPUTANTA
23843,2750,VA,DOLPHIN
23844,2750,VA,DREWRYVILLE
23845,2750,VA,EBONY
23846,2750,VA,ELBERON
23847,2750,VA,EMPORIA
23850,2750,VA,FORD
23851,2750,VA,FRANKLIN
23856,2750,VA,FREEMAN
23857,2750,VA,GASBURG
23860,2750,VA,HOPEWELL
23866,2750,VA,IVOR
23867,2750,VA,JARRATT
23868,2750,VA,LAWRENCEVILLE
23870,2750,VA,JARRATT
23872,2750,VA,MC KENNEY
23873,2750,VA,MEREDITHVILLE
23874,2750,VA,NEWSOMS
23875,2750,VA,PRINCE GEORGE
23876,2750,VA,RAWLINGS
23878,2750,VA,SEDLEY
23879,2750,VA,SKIPPERS
23881,2750,VA,SPRING GROVE
23882,2750,VA,STONY CREEK
23883,2750,VA,SURRY
23884,2750,VA,SUSSEX
23885,2750,VA,SUTHERLAND
23887,2750,VA,VALENTINES
23888,2750,VA,WAKEFIELD
23889,2750,VA,WARFIELD
23890,2750,VA,WAVERLY
23891,2750,VA,WAVERLY
23893,2750,VA,WHITE PLAINS
23894,2750,VA,WILSONS
23897,2750,VA,YALE
23898,2750,VA,ZUNI
23899,2750,VA,CLAREMONT
23901,2750,VA,FARMVILLE
23909,2750,VA,FARMVILLE
23915,2750,VA,BASKERVILLE
23917,2750,VA,BOYDTON
23919,2750,VA,BRACEY
23920,2750,VA,BRODNAX
23921,2750,VA,BUCKINGHAM
23922,2750,VA,BURKEVILLE
23923,2750,VA,CHARLOTTE COURT HOUSE
23924,2750,VA,CHASE CITY
23927,2750,VA,CLARKSVILLE
23930,2750,VA,CREWE
23934,2750,VA,CULLEN
23936,2750,VA,DILLWYN
23937,2750,VA,DRAKES BRANCH
23938,2750,VA,DUNDAS
23939,2750,VA,EVERGREEN
23941,2750,VA,FORT MITCHELL
23942,2750,VA,GREEN BAY
23943,2750,VA,HAMPDEN SYDNEY
23944,2750,VA,KENBRIDGE
23947,2750,VA,KEYSVILLE
23950,2750,VA,LA CROSSE
23952,2750,VA,LUNENBURG
23954,2750,VA,MEHERRIN
23955,2750,VA,NOTTOWAY
23958,2750,VA,PAMPLIN
23959,2750,VA,PHENIX
23960,2750,VA,PROSPECT
23962,2750,VA,RANDOLPH
23963,2750,VA,RED HOUSE
23964,2750,VA,RED OAK
23966,2750,VA,RICE
23967,2750,VA,SAXE
23968,2750,VA,SKIPWITH
23970,2750,VA,SOUTH HILL
23974,2750,VA,VICTORIA
23976,2750,VA,WYLLIESBURG
24001,2750,VA,ROANOKE
24002,2750,VA,ROANOKE
24003,2750,VA,ROANOKE
24004,2750,VA,ROANOKE
24005,2750,VA,ROANOKE
24006,2750,VA,ROANOKE
24007,2750,VA,ROANOKE
24008,2750,VA,ROANOKE
24009,2750,VA,ROANOKE
24010,2750,VA,ROANOKE
24011,2750,VA,ROANOKE
24012,2750,VA,ROANOKE
24013,2750,VA,ROANOKE
24014,2750,VA,ROANOKE
24015,2750,VA,ROANOKE
24016,2750,VA,ROANOKE
24017,2750,VA,ROANOKE
24018,2750,VA,ROANOKE
24019,2750,VA,ROANOKE
24020,2750,VA,ROANOKE
24022,2750,VA,ROANOKE
24023,2750,VA,ROANOKE
24024,2750,VA,ROANOKE
24025,2750,VA,ROANOKE
24026,2750,VA,ROANOKE
24027,2750,VA,ROANOKE
24028,2750,VA,ROANOKE
24029,2750,VA,ROANOKE
24030,2750,VA,ROANOKE
24031,2750,VA,ROANOKE
24032,2750,VA,ROANOKE
24033,2750,VA,ROANOKE
24034,2750,VA,ROANOKE
24035,2750,VA,ROANOKE
24036,2750,VA,ROANOKE
24037,2750,VA,ROANOKE
24038,2750,VA,ROANOKE
24040,2750,VA,ROANOKE
24042,2750,VA,ROANOKE
24043,2750,VA,ROANOKE
24044,2750,VA,ROANOKE
24045,2750,VA,ROANOKE
24048,2750,VA,ROANOKE
24050,2750,VA,ROANOKE
24053,2750,VA,ARARAT
24054,2750,VA,AXTON
24055,2750,VA,BASSETT
24058,2750,VA,BELSPRING
24059,2750,VA,BENT MOUNTAIN
24060,2750,VA,BLACKSBURG
24061,2750,VA,BLACKSBURG
24062,2750,VA,BLACKSBURG
24063,2750,VA,BLACKSBURG
24064,2750,VA,BLUE RIDGE
24065,2750,VA,BOONES MILL
24066,2750,VA,BUCHANAN
24067,2750,VA,CALLAWAY
24068,2750,VA,CHRISTIANSBURG
24069,2750,VA,CASCADE
24070,2750,VA,CATAWBA
24072,2750,VA,CHECK
24073,2750,VA,CHRISTIANSBURG
24076,2750,VA,CLAUDVILLE
24077,2750,VA,CLOVERDALE
24078,2750,VA,COLLINSVILLE
24079,2750,VA,COPPER HILL
24082,2750,VA,CRITZ
24083,2750,VA,DALEVILLE
24084,2750,VA,DUBLIN
24085,2750,VA,EAGLE ROCK
24086,2750,VA,EGGLESTON
24087,2750,VA,ELLISTON
24088,2750,VA,FERRUM
24089,2750,VA,FIELDALE
24090,2750,VA,FINCASTLE
24091,2750,VA,FLOYD
24092,2750,VA,GLADE HILL
24093,2750,VA,GLEN LYN
24094,2750,VA,GOLDBOND
24095,2750,VA,GOODVIEW
24101,2750,VA,HARDY
24102,2750,VA,HENRY
24104,2750,VA,HUDDLESTON
24105,2750,VA,INDIAN VALLEY
24111,2750,VA,MC COY
24112,2750,VA,MARTINSVILLE
24113,2750,VA,MARTINSVILLE
24114,2750,VA,MARTINSVILLE
24115,2750,VA,MARTINSVILLE
24120,2750,VA,MEADOWS OF DAN
24121,2750,VA,MONETA
24122,2750,VA,MONTVALE
24124,2750,VA,NARROWS
24126,2750,VA,NEWBERN
24127,2750,VA,NEW CASTLE
24128,2750,VA,NEWPORT
24129,2750,VA,NEW RIVER
24130,2750,VA,ORISKANY
24131,2750,VA,PAINT BANK
24132,2750,VA,PARROTT
24133,2750,VA,PATRICK SPRINGS
24134,2750,VA,PEARISBURG
24136,2750,VA,PEMBROKE
24137,2750,VA,PENHOOK
24138,2750,VA,PILOT
